participant,session,block_number,trial_number,trial_in_block_num,trial_type,probability_type,sequence_used,stimulus_position_num,rt_non_cumulative_s,rt_cumulative_s,correct_key_pressed,response_key_pressed,correct_response,is_nogo,is_practice,epoch
2,1,1,1,1,R,X,"1,2,4,3",2,,,,,,False,True,0
2,1,1,2,2,R,X,"1,2,4,3",3,,,,,,False,True,0
2,1,1,3,3,R,T,"1,2,4,3",2,,,,,,True,True,0
2,1,1,4,4,R,T,"1,2,4,3",2,,,,,,False,True,0
2,1,1,5,5,R,L,"1,2,4,3",2,,,,,,False,True,0
2,1,1,6,6,R,L,"1,2,4,3",3,,,,,,False,True,0
2,1,1,7,7,R,T,"1,2,4,3",2,,,,,,True,True,0
2,1,1,8,8,R,H,"1,2,4,3",4,,,,,,False,True,0
2,1,1,9,9,R,L,"1,2,4,3",4,,,,,,True,True,0
2,1,1,10,10,R,L,"1,2,4,3",4,,,,,,False,True,0
2,1,1,11,11,R,H,"1,2,4,3",3,,,,,,False,True,0
2,1,1,12,12,R,L,"1,2,4,3",1,,,,,,False,True,0
2,1,1,13,13,R,L,"1,2,4,3",4,,,,,,True,True,0
2,1,1,14,14,R,L,"1,2,4,3",4,,,,,,False,True,0
2,1,1,15,15,R,L,"1,2,4,3",4,,,,,,False,True,0
2,1,1,16,16,R,L,"1,2,4,3",2,,,,,,True,True,0
2,1,1,17,17,R,L,"1,2,4,3",2,,,,,,False,True,0
2,1,1,18,18,R,L,"1,2,4,3",2,,,,,,False,True,0
2,1,1,19,19,R,R,"1,2,4,3",2,,,,,,False,True,0
2,1,1,20,20,R,L,"1,2,4,3",1,,,,,,False,True,0
2,1,1,21,21,R,H,"1,2,4,3",4,,,,,,False,True,0
2,1,1,22,22,R,H,"1,2,4,3",2,,,,,,False,True,0
2,1,1,23,23,R,T,"1,2,4,3",4,,,,,,False,True,0
2,1,1,24,24,R,T,"1,2,4,3",2,,,,,,False,True,0
2,1,1,25,25,R,H,"1,2,4,3",3,,,,,,False,True,0
2,1,1,26,26,R,H,"1,2,4,3",4,,,,,,False,True,0
2,1,1,27,27,R,L,"1,2,4,3",2,,,,,,False,True,0
2,1,1,28,28,R,L,"1,2,4,3",2,,,,,,False,True,0
2,1,1,29,29,R,H,"1,2,4,3",4,,,,,,False,True,0
2,1,1,30,30,R,L,"1,2,4,3",1,,,,,,False,True,0
2,1,1,31,31,R,L,"1,2,4,3",1,,,,,,False,True,0
2,1,1,32,32,R,R,"1,2,4,3",1,,,,,,True,True,0
2,1,1,33,33,R,R,"1,2,4,3",1,,,,,,False,True,0
2,1,1,34,34,R,R,"1,2,4,3",1,,,,,,False,True,0
2,1,1,35,35,R,R,"1,2,4,3",1,,,,,,False,True,0
2,1,1,36,36,R,L,"1,2,4,3",4,,,,,,False,True,0
2,1,1,37,37,R,L,"1,2,4,3",3,,,,,,False,True,0
2,1,1,38,38,R,T,"1,2,4,3",4,,,,,,False,True,0
