participant,session,block_number,trial_number,trial_in_block_num,trial_type,probability_type,sequence_used,stimulus_position_num,rt_non_cumulative_s,rt_cumulative_s,correct_key_pressed,response_key_pressed,correct_response,is_nogo,is_practice,epoch
1585,1,1,37,37,R,L,"1,2,3,4",2,0.2507624999852851,0.2507720999419689,f,f,True,False,True,0
1585,1,1,38,38,P,H,"1,2,3,4",3,0.3160238000564277,0.316033799899742,j,j,True,False,True,0
1585,1,1,39,39,R,L,"1,2,3,4",4,0.2991955999750644,0.29920520004816353,l,l,True,False,True,0
1585,1,1,40,40,P,H,"1,2,3,4",4,0.2995891999453306,0.29959960002452135,l,l,True,False,True,0
1585,1,1,41,41,R,L,"1,2,3,4",2,0.2504731999943033,0.25048430007882416,f,f,True,False,True,0
1585,1,1,42,42,P,H,"1,2,3,4",1,0.29999149998184294,0.30000209994614124,s,s,True,False,True,0
1585,1,1,43,43,R,L,"1,2,3,4",4,0.30012789997272193,0.30013950006105006,l,j,False,False,True,0
1585,1,1,43,43,R,L,"1,2,3,4",4,0.18357340001966804,0.48374739999417216,l,l,True,False,True,0
1585,1,1,44,44,P,H,"1,2,3,4",2,0.2672905999934301,0.26730069995392114,f,f,True,False,True,0
1585,1,1,45,45,R,H,"1,2,3,4",1,0.30017020006198436,0.3001945000141859,s,s,True,False,True,0
1585,1,1,46,46,P,H,"1,2,3,4",3,0.4008845000062138,0.40089479996822774,j,j,True,False,True,0
1585,1,1,47,47,R,L,"1,2,3,4",4,0.3006758000701666,0.30068549991119653,l,l,True,False,True,0
1585,1,1,48,48,P,H,"1,2,3,4",4,0.2686146000633016,0.26862449990585446,l,l,True,False,True,0
1585,1,1,49,49,R,L,"1,2,3,4",2,0.2501351999817416,0.25014620006550103,f,f,True,False,True,0
1585,1,1,50,50,P,H,"1,2,3,4",1,0.2763323000399396,0.2763323000399396,NoGo,s,False,True,True,0
1585,1,1,51,51,R,L,"1,2,3,4",2,0.31654789997264743,0.31655810005031526,f,f,True,False,True,0
1585,1,1,52,52,P,H,"1,2,3,4",2,0.2674349999288097,0.2674457000102848,f,f,True,False,True,0
1585,1,1,53,53,R,L,"1,2,3,4",4,0.30106179998256266,0.30107299995142967,l,l,True,False,True,0
1585,1,1,54,54,P,H,"1,2,3,4",3,0.30069019994698465,0.3007002000231296,j,j,True,False,True,0
1585,1,1,55,55,R,H,"1,2,3,4",1,0.2672113000880927,0.2672209999291226,s,s,True,False,True,0
1585,1,1,56,56,P,H,"1,2,3,4",4,0.31779890006873757,0.3178119999356568,l,l,True,False,True,0
1585,1,1,57,57,R,H,"1,2,3,4",2,0.26742689998354763,0.2674376000650227,f,f,True,False,True,0
1585,1,1,58,58,P,H,"1,2,3,4",1,0.31817880005110055,0.31819000001996756,s,s,True,False,True,0
1585,1,1,59,59,R,T,"1,2,3,4",2,0.26702000002842396,0.2670302999904379,f,f,True,False,True,0
1585,1,1,60,60,P,H,"1,2,3,4",2,0.26710269995965064,0.2671120000304654,f,f,True,False,True,0
1585,1,1,61,61,R,L,"1,2,3,4",1,,,NoGo,None,True,True,True,0
1585,1,1,62,62,P,H,"1,2,3,4",3,0.3672196000115946,0.3672305999789387,j,l,False,False,True,0
1585,1,1,62,62,P,H,"1,2,3,4",3,0.2501251999055967,0.6173868000041693,j,j,True,False,True,0
1585,1,1,63,63,R,L,"1,2,3,4",1,0.33288889995310456,0.3328989000292495,s,s,True,False,True,0
1585,1,1,64,64,P,H,"1,2,3,4",4,0.3085535999853164,0.3085535999853164,NoGo,l,False,True,True,0
1585,1,1,65,65,R,L,"1,2,3,4",1,0.44935410004109144,0.4493640000000596,s,s,True,False,True,0
1585,1,1,66,66,P,H,"1,2,3,4",1,0.3153448000084609,0.3153572999872267,s,f,False,False,True,0
1585,1,1,66,66,P,H,"1,2,3,4",1,0.03335879999212921,0.3487520000198856,s,s,True,False,True,0
1585,1,1,67,67,R,L,"1,2,3,4",4,0.45133790001273155,0.451348900096491,l,l,True,False,True,0
1585,1,1,68,68,P,H,"1,2,3,4",2,0.34778060007374734,0.34780380001757294,f,f,True,False,True,0
1585,1,1,69,69,R,L,"1,2,3,4",3,0.31712950009386986,0.31714029994327575,j,j,True,False,True,0
1585,1,1,70,70,P,H,"1,2,3,4",3,0.28176969999913126,0.2817791999550536,j,j,True,False,True,0
1585,1,1,71,71,R,L,"1,2,3,4",1,0.30973450001329184,0.30973450001329184,NoGo,s,False,True,True,0
1585,1,1,72,72,P,H,"1,2,3,4",4,0.6839891999261454,0.6839992000022903,l,l,True,False,True,0
1585,1,1,73,73,R,H,"1,2,3,4",4,0.6599433000665158,0.6599433000665158,NoGo,l,False,True,True,0
1585,1,1,74,74,P,H,"1,2,3,4",1,0.516603900003247,0.5166279999539256,s,s,True,False,True,0
1585,1,1,75,75,R,T,"1,2,3,4",4,,,NoGo,None,True,True,True,0
1585,1,1,76,76,P,H,"1,2,3,4",2,0.5501649000216275,0.5501753999851644,f,f,True,False,True,0
1585,1,1,77,77,R,L,"1,2,3,4",3,0.3484766000183299,0.3484869999811053,j,j,True,False,True,0
1585,1,1,78,78,P,H,"1,2,3,4",3,0.27592609997373074,0.27592609997373074,NoGo,j,False,True,True,0
1585,1,1,79,79,R,H,"1,2,3,4",3,0.3165787000907585,0.31658899993635714,j,j,True,False,True,0
1585,1,1,80,80,P,H,"1,2,3,4",4,0.299541600048542,0.29955160000827163,l,l,True,False,True,0
1585,1,1,81,1,R,X,"1,2,3,4",3,0.43267290003132075,0.43268289999105036,j,j,True,False,False,1
1585,1,1,82,2,P,X,"1,2,3,4",1,0.317726599983871,0.31773710006382316,s,f,False,False,False,1
1585,1,1,82,2,P,X,"1,2,3,4",1,0.216844700044021,0.534609799971804,s,s,True,False,False,1
1585,1,1,83,3,R,L,"1,2,3,4",1,0.31647640001028776,0.3164863999700174,s,s,True,False,False,1
1585,1,1,84,4,P,H,"1,2,3,4",2,0.25061440002173185,0.25062379997689277,f,f,True,False,False,1
1585,1,1,85,5,R,L,"1,2,3,4",3,0.33495859999675304,0.3349696999648586,j,j,True,False,False,1
1585,1,1,86,6,P,H,"1,2,3,4",3,0.2686179999727756,0.2686280000489205,j,j,True,False,False,1
1585,1,1,87,7,R,L,"1,2,3,4",1,0.28411830007098615,0.28412909992039204,s,s,True,False,False,1
1585,1,1,88,8,P,H,"1,2,3,4",4,0.3514098000014201,0.3514207999687642,l,l,True,False,False,1
1585,1,1,89,9,R,L,"1,2,3,4",4,0.28255250002257526,0.2825629999861121,l,l,True,False,False,1
1585,1,1,90,10,P,H,"1,2,3,4",1,0.350838000071235,0.3508489999221638,s,s,True,False,False,1
1585,1,1,91,11,R,L,"1,2,3,4",3,0.32785090000834316,0.32785090000834316,NoGo,j,False,True,False,1
1585,1,1,92,12,P,H,"1,2,3,4",2,0.283334199921228,0.2833448000019416,f,f,True,False,False,1
1585,1,1,93,13,R,L,"1,2,3,4",4,0.3332140001002699,0.3332249999511987,l,l,True,False,False,1
1585,1,1,94,14,P,H,"1,2,3,4",3,0.41802219999954104,0.4180329000810161,j,j,True,False,False,1
1585,1,1,95,15,R,T,"1,2,3,4",4,0.28515869996044785,0.2851689000381157,l,l,True,False,False,1
1585,1,1,96,16,P,H,"1,2,3,4",4,0.33473829994909465,0.33474920003209263,l,l,True,False,False,1
1585,1,1,97,17,R,L,"1,2,3,4",2,0.2680030999472365,0.26801500003784895,f,f,True,False,False,1
1585,1,1,98,18,P,H,"1,2,3,4",1,0.2754279999062419,0.2754279999062419,NoGo,s,False,True,False,1
1585,1,1,99,19,R,L,"1,2,3,4",3,1.852618100005202,1.8526294000912458,j,j,True,False,False,1
1585,1,1,100,20,P,H,"1,2,3,4",2,,,NoGo,None,True,True,False,1
1585,1,1,101,21,R,T,"1,2,3,4",2,0.2671912999358028,0.2672014000127092,f,f,True,False,False,1
1585,1,1,102,22,P,H,"1,2,3,4",3,0.35162789991591126,0.35164090001489967,j,j,True,False,False,1
1585,1,1,103,23,R,T,"1,2,3,4",2,0.31746109994128346,0.31747240002732724,f,f,True,False,False,1
1585,1,1,104,24,P,H,"1,2,3,4",4,0.352647399995476,0.3526587999658659,l,l,True,False,False,1
1585,1,1,105,25,R,T,"1,2,3,4",2,0.43293539993464947,0.43294610001612455,f,f,True,False,False,1
1585,1,1,106,26,P,H,"1,2,3,4",1,0.3163502999814227,0.31635950005147606,s,s,True,False,False,1
1585,1,1,107,27,R,T,"1,2,3,4",2,0.35238569998182356,0.3523961999453604,f,f,True,False,False,1
1585,1,1,108,28,P,H,"1,2,3,4",2,0.2847252000356093,0.284737000009045,f,f,True,False,False,1
1585,1,1,109,29,R,L,"1,2,3,4",1,0.31798980000894517,0.31800159998238087,s,s,True,False,False,1
1585,1,1,110,30,P,H,"1,2,3,4",3,0.30202220007777214,0.30203239992260933,j,j,True,False,False,1
1585,1,1,111,31,R,H,"1,2,3,4",2,0.309181300108321,0.309181300108321,NoGo,f,False,True,False,1
1585,1,1,112,32,P,H,"1,2,3,4",4,0.31673860002774745,0.31674870010465384,l,l,True,False,False,1
1585,1,1,113,33,R,L,"1,2,3,4",1,0.37673020001966506,0.37673020001966506,NoGo,s,False,True,False,1
1585,1,1,114,34,P,H,"1,2,3,4",1,0.34998759999871254,0.3499976999592036,s,s,True,False,False,1
1585,1,1,115,35,R,L,"1,2,3,4",3,0.2995959999971092,0.29960729996673763,j,j,True,False,False,1
1585,1,1,116,36,P,H,"1,2,3,4",2,0.26791299995966256,0.26792310003656894,f,f,True,False,False,1
1585,1,1,117,37,R,L,"1,2,3,4",2,0.2845005999552086,0.284510700032115,f,f,True,False,False,1
1585,1,1,118,38,P,H,"1,2,3,4",3,0.3016943000257015,0.3017058999976143,j,j,True,False,False,1
1585,1,1,119,39,R,T,"1,2,3,4",2,0.2675718000391498,0.2675825000042096,f,f,True,False,False,1
1585,1,1,120,40,P,H,"1,2,3,4",4,0.29323019995354116,0.29323019995354116,NoGo,l,False,True,False,1
1585,1,1,121,41,R,H,"1,2,3,4",4,0.31715899996925145,0.3171710999449715,l,j,False,False,False,1
1585,1,1,121,41,R,H,"1,2,3,4",4,0.18345570005476475,0.500661899917759,l,l,True,False,False,1
1585,1,1,122,42,P,H,"1,2,3,4",1,0.3338590000057593,0.3338691000826657,s,s,True,False,False,1
1585,1,1,123,43,R,L,"1,2,3,4",2,0.3520972999976948,0.3521081000799313,f,f,True,False,False,1
1585,1,1,124,44,P,H,"1,2,3,4",2,0.26945889997296035,0.269469500053674,f,f,True,False,False,1
1585,1,1,125,45,R,L,"1,2,3,4",1,0.39836929994635284,0.398378900019452,s,s,True,False,False,1
1585,1,1,126,46,P,H,"1,2,3,4",3,0.3185374999884516,0.31855039997026324,j,j,True,False,False,1
1585,1,1,127,47,R,L,"1,2,3,4",4,0.36835200001951307,0.3683632999891415,l,l,True,False,False,1
1585,1,1,128,48,P,H,"1,2,3,4",4,0.3012750999769196,0.3012854000553489,l,l,True,False,False,1
1585,1,1,129,49,R,L,"1,2,3,4",3,0.3025729999644682,0.30258390004746616,j,j,True,False,False,1
1585,1,1,130,50,P,H,"1,2,3,4",1,0.3013171999482438,0.3013271000236273,s,s,True,False,False,1
1585,1,1,131,51,R,L,"1,2,3,4",2,0.2684169999556616,0.26842850004322827,f,f,True,False,False,1
1585,1,1,132,52,P,H,"1,2,3,4",2,0.22697319998405874,0.22697319998405874,NoGo,f,False,True,False,1
1585,1,1,133,53,R,L,"1,2,3,4",4,0.38383609999436885,0.3838467999594286,l,l,True,False,False,1
1585,1,1,134,54,P,H,"1,2,3,4",3,0.3178223998984322,0.3178328999783844,j,j,True,False,False,1
1585,1,1,135,55,R,L,"1,2,3,4",2,0.2671028000768274,0.2671129999216646,f,f,True,False,False,1
1585,1,1,136,56,P,H,"1,2,3,4",4,0.3177550000837073,0.3177652999293059,l,l,True,False,False,1
1585,1,1,137,57,R,L,"1,2,3,4",1,0.2945692000212148,0.2945692000212148,NoGo,s,False,True,False,1
1585,1,1,138,58,P,H,"1,2,3,4",1,0.5011090999469161,0.5011193000245839,s,s,True,False,False,1
1585,1,1,139,59,R,L,"1,2,3,4",3,0.3175038999179378,0.31751650001388043,j,j,True,False,False,1
1585,1,1,140,60,P,H,"1,2,3,4",2,0.2678730000043288,0.26788269996177405,f,f,True,False,False,1
1585,1,1,141,61,R,L,"1,2,3,4",1,0.2931206999346614,0.2931206999346614,NoGo,s,False,True,False,1
1585,1,1,142,62,P,H,"1,2,3,4",3,0.29990270000416785,0.2999133999692276,j,j,True,False,False,1
1585,1,1,143,63,R,L,"1,2,3,4",4,0.2852171000558883,0.28522699989844114,l,l,True,False,False,1
1585,1,1,144,64,P,H,"1,2,3,4",4,0.28499259997624904,0.2850034999428317,l,l,True,False,False,1
1585,1,1,145,65,R,L,"1,2,3,4",2,0.30160130001604557,0.30161120009142905,f,f,True,False,False,1
1585,1,1,146,66,P,H,"1,2,3,4",1,0.5345902000553906,0.5346021000295877,s,s,True,False,False,1
1585,1,1,147,67,R,L,"1,2,3,4",1,0.2833372000604868,0.2833469999022782,s,s,True,False,False,1
1585,1,1,148,68,P,H,"1,2,3,4",2,0.25131000007968396,0.25132179993670434,f,f,True,False,False,1
1585,1,1,149,69,R,L,"1,2,3,4",3,0.26882200001273304,0.2688314000843093,j,j,True,False,False,1
1585,1,1,150,70,P,H,"1,2,3,4",3,0.2506486000493169,0.25065890001133084,j,j,True,False,False,1
1585,1,1,151,71,R,R,"1,2,3,4",3,0.2678156999172643,0.26782900001853704,j,j,True,False,False,1
1585,1,1,152,72,P,H,"1,2,3,4",4,0.28283079992979765,0.2828414000105113,l,l,True,False,False,1
1585,1,1,153,73,R,L,"1,2,3,4",2,0.2507730999495834,0.2507850000401959,f,f,True,False,False,1
1585,1,1,154,74,P,H,"1,2,3,4",1,0.301104300073348,0.3011145999189466,s,s,True,False,False,1
1585,1,1,155,75,R,T,"1,2,3,4",2,0.30079970008227974,0.3008093999233097,f,s,False,False,False,1
1585,1,1,155,75,R,T,"1,2,3,4",2,0.13364739995449781,0.4344868999905884,f,f,True,False,False,1
1585,1,1,156,76,P,H,"1,2,3,4",2,0.2670092999469489,0.2670207000337541,f,f,True,False,False,1
1585,1,1,157,77,R,H,"1,2,3,4",3,0.26822199998423457,0.268233000067994,j,j,True,False,False,1
1585,1,1,158,78,P,H,"1,2,3,4",3,0.25832020002417266,0.25832020002417266,NoGo,j,False,True,False,1
1585,1,1,159,79,R,H,"1,2,3,4",3,0.3333180999616161,0.3333291000453755,j,j,True,False,False,1
1585,1,1,160,80,P,H,"1,2,3,4",4,0.2846330999163911,0.2846461000153795,l,l,True,False,False,1
