participant,session,block_number,trial_number,trial_in_block_num,trial_type,probability_type,sequence_used,stimulus_position_num,rt_non_cumulative_s,rt_cumulative_s,correct_key_pressed,response_key_pressed,correct_response,is_nogo,is_practice,epoch
166,1,1,69,69,R,T,"1,3,4,2",2,0.3314875999931246,0.3314973999513313,f,f,True,False,False,1
166,1,1,70,70,P,H,"1,3,4,2",4,0.36523799994029105,0.36524750001262873,l,l,True,False,False,1
166,1,1,71,71,R,L,"1,3,4,2",3,0.33270469994749874,0.33271590003278106,j,j,True,False,False,1
166,1,1,72,72,P,H,"1,3,4,2",2,0.24979580007493496,0.24980579991824925,f,f,True,False,False,1
166,1,1,73,73,R,L,"1,3,4,2",2,0.299507400020957,0.2995181999867782,f,f,True,False,False,1
166,1,1,74,74,P,H,"1,3,4,2",1,0.2629247000440955,0.26293580001220107,s,f,False,False,False,1
166,1,1,74,74,P,H,"1,3,4,2",1,0.04988539998885244,0.31284949998371303,s,s,True,False,False,1
166,1,1,75,75,R,L,"1,3,4,2",4,0.27384639997035265,0.27384639997035265,NoGo,l,False,True,False,1
166,1,1,76,76,P,H,"1,3,4,2",3,0.34836429997812957,0.34837360004894435,j,j,True,False,False,1
166,1,1,77,77,R,H,"1,3,4,2",3,0.2490905000595376,0.24910139990970492,j,j,True,False,False,1
166,1,1,78,78,P,H,"1,3,4,2",4,0.2504864999791607,0.2504969999426976,l,l,True,False,False,1
166,1,1,79,79,R,L,"1,3,4,2",2,0.2666016999864951,0.26661160006187856,f,f,True,False,False,1
166,1,1,80,80,P,H,"1,3,4,2",2,0.25751110003329813,0.25751110003329813,NoGo,f,False,True,False,1
