participant,session,block_number,trial_number,trial_in_block_num,trial_type,triplet_type,sequence_used,stimulus_position_num,rt_non_cumulative_s,rt_cumulative_s,correct_key_pressed,response_key_pressed,correct_response,is_nogo,is_practice,epoch,is_first_response,mind_wandering_rating_1,mind_wandering_rating_2,mind_wandering_rating_3,mind_wandering_rating_4
1,1,1,1,1,R,X,"1,2,3,4",3,0.348088300001109,0.348088300001109,j,f,False,False,False,1,,NA,NA,NA,NA
1,1,1,1,1,R,X,"1,2,3,4",3,0.05569409999952768,0.4037824000006367,j,j,True,False,False,1,,NA,NA,NA,NA
1,1,1,2,2,P,X,"1,2,3,4",1,0.23639229999753297,0.23639229999753297,s,s,True,False,False,1,,NA,NA,NA,NA
1,1,1,3,3,R,L,"1,2,3,4",2,0.26636689999941154,0.26636689999941154,f,j,False,False,False,1,,NA,NA,NA,NA
1,1,1,3,3,R,L,"1,2,3,4",2,0.040103999999701045,0.3064708999991126,f,f,True,False,False,1,,NA,NA,NA,NA
1,1,1,4,4,P,H,"1,2,3,4",2,0.2066740000009304,0.2066740000009304,f,f,True,False,False,1,,NA,NA,NA,NA
1,1,1,5,5,R,L,"1,2,3,4",4,0.2623181000017212,0.2623181000017212,l,l,True,False,False,1,,NA,NA,NA,NA
1,1,1,6,6,P,H,"1,2,3,4",3,0.2589704000019992,0.2589704000019992,j,j,True,False,False,1,,NA,NA,NA,NA
1,1,1,7,7,R,H,"1,2,3,4",1,0.2241135000003851,0.2241135000003851,s,f,False,False,False,1,,NA,NA,NA,NA
1,1,1,7,7,R,H,"1,2,3,4",1,0.07208089999767253,0.29619439999805763,s,s,True,False,False,1,,NA,NA,NA,NA
1,1,1,8,8,P,H,"1,2,3,4",4,0.30901280000034603,0.30901280000034603,l,l,True,False,False,1,,NA,NA,NA,NA
1,1,1,9,9,R,L,"1,2,3,4",4,0.2892329999995127,0.2892329999995127,l,l,True,False,False,1,,NA,NA,NA,NA
1,1,1,10,10,P,H,"1,2,3,4",1,0.19007460000284482,0.19007460000284482,s,f,False,False,False,1,,NA,NA,NA,NA
1,1,1,10,10,P,H,"1,2,3,4",1,0.15197930000067572,0.34205390000352054,s,s,True,False,False,1,,NA,NA,NA,NA
1,1,1,11,11,R,L,"1,2,3,4",2,0.16736329999912414,0.16736329999912414,f,f,True,False,False,1,,NA,NA,NA,NA
1,1,1,12,12,P,H,"1,2,3,4",2,0.22197219999725348,0.22197219999725348,f,f,True,False,False,1,,NA,NA,NA,NA
1,1,1,13,13,R,L,"1,2,3,4",1,0.22326750000138418,0.22326750000138418,s,f,False,False,False,1,,NA,NA,NA,NA
1,1,1,13,13,R,L,"1,2,3,4",1,0.10386870000002091,0.3271362000014051,s,s,True,False,False,1,,NA,NA,NA,NA
1,1,1,14,14,P,H,"1,2,3,4",3,0.2420514000004914,0.2420514000004914,j,j,True,False,False,1,,NA,NA,NA,NA
1,1,1,15,15,R,T,"1,2,3,4",1,0.21624959999826388,0.21624959999826388,s,f,False,False,False,1,,NA,NA,NA,NA
1,1,1,15,15,R,T,"1,2,3,4",1,0.11992119999922579,0.33617079999748967,s,s,True,False,False,1,,NA,NA,NA,NA
1,1,1,16,16,P,H,"1,2,3,4",4,0.2583560999992187,0.2583560999992187,l,l,True,False,False,1,,NA,NA,NA,NA
1,1,1,17,17,R,L,"1,2,3,4",4,0.2471360999988974,0.2471360999988974,l,l,True,False,False,1,,NA,NA,NA,NA
1,1,1,18,18,P,H,"1,2,3,4",1,0.2214066999986244,0.2214066999986244,s,f,False,False,False,1,,NA,NA,NA,NA
1,1,1,18,18,P,H,"1,2,3,4",1,0.11175169999842183,0.3331583999970462,s,s,True,False,False,1,,NA,NA,NA,NA
1,1,1,19,19,R,H,"1,2,3,4",1,0.2397571000001335,0.2397571000001335,s,f,False,False,False,1,,NA,NA,NA,NA
1,1,1,19,19,R,H,"1,2,3,4",1,0.1678853999983403,0.4076424999984738,s,s,True,False,False,1,,NA,NA,NA,NA
1,1,1,20,20,P,H,"1,2,3,4",2,0.2482453999982681,0.2482453999982681,f,f,True,False,False,1,,NA,NA,NA,NA
1,1,1,21,21,R,L,"1,2,3,4",3,0.2625698000010743,0.2625698000010743,j,j,True,False,False,1,,NA,NA,NA,NA
1,1,1,22,22,P,H,"1,2,3,4",3,0.22790249999889056,0.22790249999889056,j,j,True,False,False,1,,NA,NA,NA,NA
1,1,1,23,23,R,L,"1,2,3,4",2,0.23460369999884279,0.23460369999884279,f,f,True,False,False,1,,NA,NA,NA,NA
1,1,1,24,24,P,H,"1,2,3,4",4,0.24908030000005965,0.24908030000005965,l,l,True,False,False,1,,NA,NA,NA,NA
1,1,1,25,25,R,L,"1,2,3,4",4,0.21422960000199964,0.21422960000199964,l,l,True,False,False,1,,NA,NA,NA,NA
1,1,1,26,26,P,H,"1,2,3,4",1,0.18154660000072909,0.18154660000072909,s,f,False,False,False,1,,NA,NA,NA,NA
1,1,1,26,26,P,H,"1,2,3,4",1,0.16785150000214344,0.3493981000028725,s,s,True,False,False,1,,NA,NA,NA,NA
1,1,1,27,27,R,L,"1,2,3,4",2,0.207184300001245,0.207184300001245,f,f,True,False,False,1,,NA,NA,NA,NA
1,1,1,28,28,P,H,"1,2,3,4",2,0.22388510000018869,0.22388510000018869,f,f,True,False,False,1,,NA,NA,NA,NA
1,1,1,29,29,R,L,"1,2,3,4",1,0.230777599997964,0.230777599997964,s,f,False,False,False,1,,NA,NA,NA,NA
1,1,1,29,29,R,L,"1,2,3,4",1,0.08781900000030873,0.3185965999982727,s,s,True,False,False,1,,NA,NA,NA,NA
1,1,1,30,30,P,H,"1,2,3,4",3,0.2730933000020741,0.2730933000020741,j,j,True,False,False,1,,NA,NA,NA,NA
1,1,1,31,31,R,L,"1,2,3,4",3,0.22250480000002426,0.22250480000002426,j,j,True,False,False,1,,NA,NA,NA,NA
1,1,1,32,32,P,H,"1,2,3,4",4,0.22190689999843016,0.22190689999843016,l,f,False,False,False,1,,NA,NA,NA,NA
1,1,1,32,32,P,H,"1,2,3,4",4,0.023897800001577707,0.24580470000000787,l,l,True,False,False,1,,NA,NA,NA,NA
1,1,1,33,33,R,H,"1,2,3,4",4,0.21211209999819403,0.21211209999819403,l,j,False,False,False,1,,NA,NA,NA,NA
1,1,1,33,33,R,H,"1,2,3,4",4,0.047882700000627665,0.2599947999988217,l,l,True,False,False,1,,NA,NA,NA,NA
1,1,1,34,34,P,H,"1,2,3,4",1,0.273068600003171,0.273068600003171,s,s,True,False,False,1,,NA,NA,NA,NA
1,1,1,35,35,R,H,"1,2,3,4",1,0.2222330000004149,0.2222330000004149,s,f,False,False,False,1,,NA,NA,NA,NA
1,1,1,35,35,R,H,"1,2,3,4",1,0.3440030999990995,0.5662360999995144,s,s,True,False,False,1,,NA,NA,NA,NA
1,1,1,36,36,P,H,"1,2,3,4",2,0.25506330000280286,0.25506330000280286,f,f,True,False,False,1,,NA,NA,NA,NA
1,1,1,37,37,R,L,"1,2,3,4",4,0.24537670000063372,0.24537670000063372,l,l,True,False,False,1,,NA,NA,NA,NA
1,1,1,38,38,P,H,"1,2,3,4",3,0.2101526999977068,0.2101526999977068,j,l,False,False,False,1,,NA,NA,NA,NA
1,1,1,38,38,P,H,"1,2,3,4",3,0.13585090000196942,0.3460035999996762,j,j,True,False,False,1,,NA,NA,NA,NA
1,1,1,39,39,R,L,"1,2,3,4",2,0.22083759999804897,0.22083759999804897,f,f,True,False,False,1,,NA,NA,NA,NA
1,1,1,40,40,P,H,"1,2,3,4",4,0.21131530000275234,0.21131530000275234,l,f,False,False,False,1,,NA,NA,NA,NA
1,1,1,40,40,P,H,"1,2,3,4",4,0.06381629999668803,0.27513159999944037,l,l,True,False,False,1,,NA,NA,NA,NA
1,1,1,41,41,R,T,"1,2,3,4",2,0.22491330000048038,0.22491330000048038,f,l,False,False,False,1,,NA,NA,NA,NA
1,1,1,41,41,R,T,"1,2,3,4",2,0.08004820000132895,0.3049615000018093,f,f,True,False,False,1,,NA,NA,NA,NA
1,1,1,42,42,P,H,"1,2,3,4",1,0.2842205999986618,0.2842205999986618,s,s,True,False,False,1,,NA,NA,NA,NA
1,1,1,43,43,R,L,"1,2,3,4",1,0.2572647999986657,0.2572647999986657,s,f,False,False,False,1,,NA,NA,NA,NA
1,1,1,43,43,R,L,"1,2,3,4",1,0.007872100002714433,0.2651369000013801,s,s,True,False,False,1,,NA,NA,NA,NA
1,1,1,44,44,P,H,"1,2,3,4",2,0.23807320000196341,0.23807320000196341,f,f,True,False,False,1,,NA,NA,NA,NA
1,1,1,45,45,R,H,"1,2,3,4",2,0.13158250000196858,0.13158250000196858,f,f,True,False,False,1,,NA,NA,NA,NA
1,1,1,46,46,P,H,"1,2,3,4",3,0.2391174999975192,0.2391174999975192,j,j,True,False,False,1,,NA,NA,NA,NA
1,1,1,47,47,R,T,"1,2,3,4",2,0.2293796999983897,0.2293796999983897,f,f,True,False,False,1,,NA,NA,NA,NA
1,1,1,48,48,P,H,"1,2,3,4",4,0.24412130000200705,0.24412130000200705,l,l,True,False,False,1,,NA,NA,NA,NA
1,1,1,49,49,R,L,"1,2,3,4",4,0.2506550999969477,0.2506550999969477,l,l,True,False,False,1,,NA,NA,NA,NA
1,1,1,50,50,P,H,"1,2,3,4",1,0.22523010000077193,0.22523010000077193,s,s,True,False,False,1,,NA,NA,NA,NA
1,1,1,51,51,R,L,"1,2,3,4",3,0.2481718999988516,0.2481718999988516,j,j,True,False,False,1,,NA,NA,NA,NA
1,1,1,52,52,P,H,"1,2,3,4",2,0.2066028000008373,0.2066028000008373,f,f,True,False,False,1,,NA,NA,NA,NA
1,1,1,53,53,R,L,"1,2,3,4",2,0.19011279999904218,0.19011279999904218,f,f,True,False,False,1,,NA,NA,NA,NA
1,1,1,54,54,P,H,"1,2,3,4",3,0.23887349999858998,0.23887349999858998,j,j,True,False,False,1,,NA,NA,NA,NA
1,1,1,55,55,R,L,"1,2,3,4",1,0.22903189999851747,0.22903189999851747,s,f,False,False,False,1,,NA,NA,NA,NA
1,1,1,55,55,R,L,"1,2,3,4",1,0.08797930000218912,0.3170112000007066,s,s,True,False,False,1,,NA,NA,NA,NA
1,1,1,56,56,P,H,"1,2,3,4",4,0.23178250000273692,0.23178250000273692,l,l,True,False,False,1,,NA,NA,NA,NA
1,1,1,57,57,R,L,"1,2,3,4",4,0.2543483000008564,0.2543483000008564,l,l,True,False,False,1,,NA,NA,NA,NA
1,1,1,58,58,P,H,"1,2,3,4",1,0.19699100000070757,0.19699100000070757,s,f,False,False,False,1,,NA,NA,NA,NA
1,1,1,58,58,P,H,"1,2,3,4",1,0.09595080000144662,0.2929418000021542,s,s,True,False,False,1,,NA,NA,NA,NA
1,1,1,59,59,R,L,"1,2,3,4",3,0.17671139999947627,0.17671139999947627,j,f,False,False,False,1,,NA,NA,NA,NA
1,1,1,59,59,R,L,"1,2,3,4",3,0.1038646000015433,0.28057600000101957,j,j,True,False,False,1,,NA,NA,NA,NA
1,1,1,60,60,P,H,"1,2,3,4",2,0.1819523999984085,0.1819523999984085,f,j,False,False,False,1,,NA,NA,NA,NA
1,1,1,60,60,P,H,"1,2,3,4",2,0.11188050000055227,0.2938328999989608,f,f,True,False,False,1,,NA,NA,NA,NA
1,1,1,61,61,R,H,"1,2,3,4",4,0.2580889999990177,0.2580889999990177,l,l,True,False,False,1,,NA,NA,NA,NA
1,1,1,62,62,P,H,"1,2,3,4",3,0.24832379999861587,0.24832379999861587,j,j,True,False,False,1,,NA,NA,NA,NA
1,1,1,63,63,R,L,"1,2,3,4",3,0.2141297999987728,0.2141297999987728,j,j,True,False,False,1,,NA,NA,NA,NA
1,1,1,64,64,P,H,"1,2,3,4",4,0.15736229999674833,0.15736229999674833,l,f,False,False,False,1,,NA,NA,NA,NA
1,1,1,64,64,P,H,"1,2,3,4",4,0.15187600000353996,0.3092383000002883,l,l,True,False,False,1,,NA,NA,NA,NA
1,1,1,65,65,R,T,"1,2,3,4",3,0.18424510000113514,0.18424510000113514,j,f,False,False,False,1,,NA,NA,NA,NA
1,1,1,65,65,R,T,"1,2,3,4",3,0.13606499999877997,0.3203100999999151,j,j,True,False,False,1,,NA,NA,NA,NA
1,1,1,66,66,P,H,"1,2,3,4",1,0.2276966999997967,0.2276966999997967,s,s,True,False,False,1,,NA,NA,NA,NA
1,1,1,67,67,R,H,"1,2,3,4",4,0.18553239999891957,0.18553239999891957,l,s,False,False,False,1,,NA,NA,NA,NA
