participant,session,block_number,trial_number,trial_in_block_num,trial_type,probability_type,sequence_used,stimulus_position_num,rt_non_cumulative_s,rt_cumulative_s,correct_key_pressed,response_key_pressed,correct_response,is_nogo,is_practice,epoch
10,1,1,1,1,R,X,"1,3,4,2",1,0.5333564999746159,0.5333704000804573,s,s,True,False,True,0
10,1,1,2,2,P,X,"1,3,4,2",1,1.1362111000344157,1.1362199999857694,s,s,True,False,True,0
10,1,1,3,3,R,L,"1,3,4,2",4,0.33465780003461987,0.334666799986735,l,l,True,False,True,0
10,1,1,4,4,P,H,"1,3,4,2",3,0.30842500005383044,0.30842500005383044,NoGo,j,False,True,True,0
10,1,1,5,5,R,L,"1,3,4,2",2,0.29839439992792904,0.29840600001625717,f,f,True,False,True,0
10,1,1,6,6,P,H,"1,3,4,2",4,0.3658957000588998,0.3659050000132993,l,l,True,False,True,0
10,1,1,7,7,R,T,"1,3,4,2",2,0.3487347000045702,0.3487347000045702,NoGo,f,False,True,True,0
10,1,1,8,8,P,H,"1,3,4,2",2,0.5002029000315815,0.5002115999814123,f,f,True,False,True,0
10,1,1,9,9,R,L,"1,3,4,2",3,0.34939470002427697,0.3494063999969512,j,j,True,False,True,0
10,1,1,10,10,P,H,"1,3,4,2",1,0.30006899998988956,0.30007810005918145,s,s,True,False,True,0
10,1,1,11,11,R,T,"1,3,4,2",3,0.3672220000298694,0.3672317999880761,j,j,True,False,True,0
10,1,1,12,12,P,H,"1,3,4,2",3,0.3169903999660164,0.31700140004977584,j,j,True,False,True,0
10,1,1,13,13,R,L,"1,3,4,2",1,0.3013255000114441,0.3013353000860661,s,s,True,False,True,0
10,1,1,14,14,P,H,"1,3,4,2",4,0.4099953999975696,0.4099953999975696,NoGo,l,False,True,True,0
10,1,1,15,15,R,T,"1,3,4,2",3,140.38188380002975,140.3818938001059,j,j,True,False,True,0
10,1,1,16,16,P,H,"1,3,4,2",2,0.29985940002370626,0.2998687999788672,f,f,True,False,True,0
10,1,1,17,17,R,T,"1,3,4,2",3,0.3655289000598714,0.3655387000180781,j,j,True,False,True,0
10,1,1,18,18,P,H,"1,3,4,2",1,0.3010866999393329,0.3010960000101477,s,s,True,False,True,0
10,1,1,19,19,R,L,"1,3,4,2",2,0.28763600008096546,0.28763600008096546,NoGo,f,False,True,True,0
10,1,1,20,20,P,H,"1,3,4,2",3,0.3285791000816971,0.3285920999478549,j,j,True,False,True,0
10,1,1,21,21,R,L,"1,3,4,2",4,0.3013450000435114,0.3013548000017181,l,l,True,False,True,0
10,1,1,22,22,P,H,"1,3,4,2",4,0.3385745999403298,0.3385745999403298,NoGo,l,False,True,True,0
10,1,1,23,23,R,L,"1,3,4,2",2,0.3656680000713095,0.3656779999146238,f,f,True,False,True,0
10,1,1,24,24,P,H,"1,3,4,2",2,0.24811269994825125,0.24813550000544637,f,f,True,False,True,0
10,1,1,25,25,R,L,"1,3,4,2",4,0.3352843999164179,0.33529459999408573,l,l,True,False,True,0
10,1,1,26,26,P,H,"1,3,4,2",1,0.3676890000933781,0.3676993999397382,s,s,True,False,True,0
