participant,session,block_number,trial_number,trial_in_block_num,trial_type,probability_type,sequence_used,stimulus_position_num,rt_non_cumulative_s,rt_cumulative_s,correct_key_pressed,response_key_pressed,correct_response,is_nogo,is_practice,epoch
1777,1,1,1,1,R,X,"1,2,3,4",3,0.9718101000180468,0.9718191999709234,j,j,True,False,False,1
1777,1,1,2,2,P,X,"1,2,3,4",1,0.5321322999661788,0.5321432000491768,s,s,True,False,False,1
1777,1,1,3,3,R,T,"1,2,3,4",3,0.36593580001499504,0.3659464999800548,j,j,True,False,False,1
1777,1,1,4,4,P,H,"1,2,3,4",2,0.4510129999835044,0.4510224999394268,f,f,True,False,False,1
1777,1,1,5,5,R,H,"1,2,3,4",4,0.29882959998212755,0.29883990006055683,l,l,True,False,False,1
1777,1,1,6,6,P,H,"1,2,3,4",3,0.30123520002234727,0.301244999980554,j,j,True,False,False,1
1777,1,1,7,7,R,L,"1,2,3,4",3,0.2381339999847114,0.2381427000509575,j,j,True,False,False,1
1777,1,1,8,8,P,H,"1,2,3,4",4,0.30104469996877015,0.30105360003653914,l,l,True,False,False,1
1777,1,1,9,9,R,L,"1,2,3,4",2,0.25079939991701394,0.2508085999870673,f,f,True,False,False,1
1777,1,1,10,10,P,H,"1,2,3,4",1,0.2837292000185698,0.2837386999744922,s,s,True,False,False,1
1777,1,1,11,11,R,T,"1,2,3,4",2,0.310280799982138,0.310280799982138,NoGo,f,False,True,False,1
1777,1,1,12,12,P,H,"1,2,3,4",2,0.10011520003899932,0.10012489999644458,f,f,True,False,False,1
1777,1,1,13,13,R,L,"1,2,3,4",3,0.25965220003854483,0.25965220003854483,NoGo,j,False,True,False,1
1777,1,1,14,14,P,H,"1,2,3,4",3,0.19798239995725453,0.1979927000356838,j,j,True,False,False,1
1777,1,1,15,15,R,H,"1,2,3,4",3,0.2820112999761477,0.28202179993968457,j,j,True,False,False,1
1777,1,1,16,16,P,H,"1,2,3,4",4,0.27410049992613494,0.27410049992613494,NoGo,l,False,True,False,1
1777,1,1,17,17,R,L,"1,2,3,4",1,0.33310109993908554,0.333111000014469,s,s,True,False,False,1
1777,1,1,18,18,P,H,"1,2,3,4",1,0.24778370000422,0.24779409996699542,s,f,False,False,False,1
1777,1,1,18,18,P,H,"1,2,3,4",1,0.233630400034599,0.48145299998577684,s,s,True,False,False,1
