participant,session,block_number,trial_number,trial_in_block_num,trial_type,probability_type,sequence_used,stimulus_position_num,rt_non_cumulative_s,rt_cumulative_s,correct_key_pressed,response_key_pressed,correct_response,is_nogo,is_practice,epoch
142342,1,1,1,1,R,X,"1,3,4,2",2,1.023276700056158,1.023285900009796,f,f,True,False,False,1
142342,1,1,2,2,P,X,"1,3,4,2",1,0.35064520000014454,0.3506546999560669,s,s,True,False,False,1
142342,1,1,3,3,R,L,"1,3,4,2",3,0.365550099988468,0.3655600999481976,j,j,True,False,False,1
142342,1,1,4,4,P,H,"1,3,4,2",3,0.31741160003002733,0.317421100102365,j,j,True,False,False,1
142342,1,1,5,5,R,L,"1,3,4,2",1,0.36799110006541014,0.36800090002361685,s,s,True,False,False,1
142342,1,1,6,6,P,H,"1,3,4,2",4,0.3178636999800801,0.31787899998016655,l,l,True,False,False,1
142342,1,1,7,7,R,L,"1,3,4,2",2,0.28154930006712675,0.28154930006712675,NoGo,f,False,True,False,1
142342,1,1,8,8,P,H,"1,3,4,2",2,0.2834262000396848,0.2834357999963686,f,f,True,False,False,1
142342,1,1,9,9,R,T,"1,3,4,2",4,0.3339128999505192,0.3339224000228569,l,l,True,False,False,1
142342,1,1,10,10,P,H,"1,3,4,2",1,0.3180485999910161,0.3180587000679225,s,s,True,False,False,1
142342,1,1,11,11,R,L,"1,3,4,2",3,0.26801609992980957,0.2680259000044316,j,j,True,False,False,1
142342,1,1,12,12,P,H,"1,3,4,2",3,0.25991489994339645,0.25991489994339645,NoGo,j,False,True,False,1
142342,1,1,13,13,R,H,"1,3,4,2",3,0.2662486000917852,0.2662591999396682,j,j,True,False,False,1
142342,1,1,14,14,P,H,"1,3,4,2",4,0.3172163999406621,0.3172258000122383,l,l,True,False,False,1
142342,1,1,15,15,R,L,"1,3,4,2",1,0.2848542999709025,0.2848648999352008,s,s,True,False,False,1
142342,1,1,16,16,P,H,"1,3,4,2",2,0.26097539998590946,0.26097539998590946,NoGo,f,False,True,False,1
142342,1,1,17,17,R,T,"1,3,4,2",4,0.365507600014098,0.3655172000871971,l,l,True,False,False,1
142342,1,1,18,18,P,H,"1,3,4,2",1,0.3332208999199793,0.3332319000037387,s,s,True,False,False,1
142342,1,1,19,19,R,L,"1,3,4,2",1,0.3175578999798745,0.31756799994036555,s,s,True,False,False,1
